Leap Product,Company ObjectId,Account Name,Tier,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,Starting Month,NAICS Code,Primary Classification,New Classifications,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Rough Months,Rough LTV,Consolidated Census Bands,Census Bands,Consolidated Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR,Account Last Visit,Account Usage Trending,SalesPro Visits Last 30 Days
Leap,yQpvxYGJAW,ABC Seamless of Nebraska,Tier 3,Premium 2019,0014100000k59zz,1139,10/19/23,9/19/17,9,not found,Contractors - Siding,Construction and Renovation Services,14,60,840,1500,"$61,405 ",68504,Lincoln,NE,Colton Temanson,Colton Temanson,840,75,63000.0,10-19 employees,10-19 employees,4,12,0,14,0,840,12/10/23,Increasing,777
Leap,DkNM9cQRrH,ABC Seamless Twin Falls,Tier 1,Premium 2021,0011K00002SkVau,3189,10/9/23,12/9/21,12,not found,Contractors - Siding,Construction and Renovation Services,3,99,297,1000,"$7,849 ",,,MN,Christopher Cielo,Christopher Cielo,297,24,7128.0,10-19 employees,10-19 employees,4,,0,3,0,297,11/28/23,Increasing,0
Leap,Aco0n6KvQY,Able Builder and Contractor,Tier 3,Premium 2019,0011K000029fgI0,2345,10/21/23,2/21/20,2,not found,Contractors - Roofing,Construction and Renovation Services,2,103.95,207.9,1000,"$43,798 ",,Richmond,VA,Francesca Furnells,Francesca Furnells,207.9,46,9563.4,10-19 employees,10-19 employees,4,5,0,2,0,207.9,12/9/23,Increasing,0
Leap,EN7FGrMsXz,Accurate Basement Repair,Tier 3,Premium 2021,0011K00002ESz1Q,6412,10/30/23,3/30/23,3,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,7,99,693,0,"$4,851 ",53235,Milwaukee,WI,Yesenia Romero,Yesenia Romero,693,9,6237.0,10-19 employees,10-19 employees,4,,0,7,0,693,12/8/23,No Change,70
Leap,LMgnGPsYOg,Advance Inc,Tier 3,Premium 2020,0011K00002JVhn9,2520,10/14/23,5/14/20,5,not found,Contractors - Roofing,Construction and Renovation Services,1,123.75,123.75,2500,"$8,815 ",,Newark,DE,Francesca Furnells,Francesca Furnells,123.75,43,5321.3,10-19 employees,10-19 employees,4,1,0,1,0,123.75,1/0/00,No Change,0
Leap,mMpNhFUX9D,AIC Roofing,Tier 1,Premium 2019,0011K000025mDsH,1555,10/28/23,2/25/19,2,not found,Contractors - Roofing,Construction and Renovation Services,6,115.5,693,2500,"$37,873 ",8755,Toms River,NJ,Yesenia Romero,Yesenia Romero,693,58,40194.0,10-19 employees,10-19 employees,4,5,0,6,0,693,12/7/23,Increasing,108
Leap,h2Aj2imB6k,Alco Products Inc,Tier 3,Enterprise 2021,0014100001VALly,5620,10/30/23,11/30/22,11,not found,Contractors - Siding,Construction and Renovation Services,11,112.5,1237.5,0,"$11,138 ",20817,North Bethesda,MD,Colton Temanson,Colton Temanson,1237.5,13,16087.5,10-19 employees,10-19 employees,4,,0,11,0,1237.5,12/9/23,Decreasing,546
Leap,4PX48VQ0eZ,All American Roofing,Tier 2,Enterprise 2021,0011K00002U4uoi,3512,10/25/23,7/25/22,7,238160,Contractors - Roofing,Construction and Renovation Services,9,112.5,1012.5,2000,"$14,534 ",19809,Wilmington,DE,Corey Stroup Mishenko,Corey Stroup Mishenko,1012.5,17,17212.5,10-19 employees,10-19 employees,4,5,0,9,0,1012.5,12/9/23,Decreasing,693
Leap,MAXa5Pldhw,"All-Weather Window, Doors & Siding",Tier 3,Premium 2020,0014100001kXA8U,2495,10/29/23,4/29/20,4,not found,Glass Products & Services,Design and Interior Services,1,123.75,123.75,2500,"$4,928 ",,Overland Park,KS,Sydney Phillips,Sydney Phillips,123.75,44,5445.0,10-19 employees,10-19 employees,4,3,0,1,0,123.75,1/0/00,No Change,0
Leap,tDQH5pY42k,Allmaster Home Services,Tier 1,Enterprise 2021,0014100000Yuscj,3504,10/18/23,7/18/22,7,not found,Contractors - Foundation,Construction and Renovation Services,10,125,1250,0,"$16,736 ",21226,Baltimore,MD,Sydney Stansell,Sydney Stansell,1250,17,21250.0,10-19 employees,10-19 employees,4,1,0,10,0,1250,12/10/23,Decreasing,955
Leap,gcFDs1xUSl,American Impact Windows and Doors,Tier 3,Premium 2019,0011K00002H402O,2237,10/18/23,12/18/19,12,not found,Glass Products & Services,Design and Interior Services,17,137.5,2337.5,2500,"$15,128 ",33126,Miami,FL,Colton Temanson,Colton Temanson,2337.5,48,112200.0,10-19 employees,10-19 employees,4,2,0,17,0,2337.5,12/10/23,Increasing,3459
Leap,10FsOYrLcF,American Quality Remodeling,Tier 2,Premium 2020,0014100001dKoUt,2804,10/29/23,1/29/21,1,not found,Contractors - Siding,Construction and Renovation Services,5,105,525,1250,"$18,575 ",8016,Burlington,NJ,Christopher Cielo,Christopher Cielo,525,35,18375.0,10-19 employees,10-19 employees,4,,0,5,0,525,12/8/23,Decreasing,38
Leap,5USPK85stA,American Vision Baths,Tier 3,SalesPro Team 2023,0011K00002f8iY8,7061,10/25/23,9/25/23,9,not found,,Other,14,90,1260,0,"$1,260 ",,,CA,Sydney Stansell,Sydney Stansell,1260,3,3780.0,10-19 employees,10-19 employees,4,,0,14,0,1260,12/8/23,Increasing,325
Leap,nbKSf8gHpk,"Americas Services Group, LLC",Tier 3,Premium 2021,0011K00002U2phw,3644,10/10/23,10/10/22,10,not found,Contractors - Building,Construction and Renovation Services,15,99,1485,0,"$9,713 ",,,FL,Sydney Stansell,Sydney Stansell,1485,14,20790.0,10-19 employees,10-19 employees,4,,0,15,0,1485,12/10/23,Decreasing,495
Leap,sD8Jb1sNYL,Apex Consulting,Tier 3,Enterprise 2021,0011K00002U3RO6,3239,10/14/23,1/14/22,1,not found,Cabinets & Countertops,Design and Interior Services,2,125,250,0,"$5,795 ",,,Tennessee,Colton Temanson,Colton Temanson,250,23,5750.0,10-19 employees,10-19 employees,4,,0,2,0,250,7/25/23,No Change,0
Leap,IaWy4hxf8U,Arbor Insulation Solutions,Tier 3,SalesPro Enterprise 2023,0011K00002EQA4D,6844,10/13/23,7/13/23,7,not found,Contractors - Insulation,Construction and Renovation Services,2,129,258,0,$774 ,30076-3480,Roswell,GA,Colton Temanson,Colton Temanson,258,5,1290.0,10-19 employees,10-19 employees,4,5,0,2,0,258,12/11/23,Increasing,60
Leap,rIeQGnt6kO,ARC Contracting,Tier 2,Premium 2021,0011K00002AHAyt,3170,10/24/23,11/24/21,11,not found,Contractors - Building,Construction and Renovation Services,12,99,1188,0,"$25,702 ",54956,NEENAH,WI,Colton Temanson,Colton Temanson,1188,25,29700.0,10-19 employees,10-19 employees,4,,0,12,0,1188,12/9/23,Decreasing,428
Leap,6mJDW0q9QS,Armored Impact Windows and Doors Inc,Tier 3,Enterprise 2021,0011K00002J450c,3115,11/5/23,10/15/21,10,not found,Glass Products & Services,Design and Interior Services,4,125,500,0,"$11,486 ",,West Palm Beach,FL,Christopher Cielo,Christopher Cielo,500,26,13000.0,10-19 employees,10-19 employees,4,5,0,4,0,500,12/7/23,Increasing,109
Leap,Gt5vhfuV4B,Arrow Renovation,Tier 2,Enterprise 2021,0014100001DOB8e,2957,10/28/23,5/28/21,5,not found,Contractors - Roofing,Construction and Renovation Services,4,120,480,0,"$26,549 ",66061,Olathe,KS,Corey Stroup Mishenko,Corey Stroup Mishenko,480,31,14880.0,10-19 employees,10-19 employees,4,5,0,4,0,480,12/8/23,Decreasing,914
Leap,EhDp7AAExU,Atlas Home Improvement,Tier 2,Premium 2019,0011K00002CUAwH,2100,10/27/23,9/27/19,9,not found,Contractors - Building,Construction and Renovation Services,11,88,968,0,"$44,440 ",48189,Whitmore Lake,MI,Yesenia Romero,Yesenia Romero,968,51,49368.0,10-19 employees,10-19 employees,4,5,0,11,0,968,11/20/23,Decreasing,0
Leap,LLFK5fHWKO,Aurora Window Systems,Tier 2,Enterprise 2021,0011K00002PQfWD,3235,10/30/23,1/11/22,1,not found,Glass Products & Services,Design and Interior Services,1,125,125,1500,"$4,125 ",14215,Buffalo,NY,Daniil Lyalko,Kevin Powell,125,23,2875.0,10-19 employees,10-19 employees,4,,0,1,0,125,11/1/23,No Change,0
Leap,ldXf1D5VRM,Basement Doctor NW,Tier 3,Enterprise 2021,0011K00002Xxr5Y,3521,10/29/23,7/29/22,7,not found,Fire & Water - Damage & Restoration,Specialized Home Services,15,100,1500,0,"$15,289 ",45801,Lima,OH,Francesca Furnells,Francesca Furnells,1500,17,25500.0,10-19 employees,10-19 employees,4,,0,15,0,1500,12/8/23,Decreasing,612
Leap,KhfGQP3QEZ,Bath Busters NE,Tier 3,Premium 2020,0011K00002EPNeG,2687,10/30/23,9/30/20,9,not found,Contractors - Building,Construction and Renovation Services,8,50,400,2000,"$13,445 ",1453,Leominster,Massachusetts,Christopher Cielo,Christopher Cielo,400,39,15600.0,10-19 employees,10-19 employees,4,3,0,8,0,400,10/31/23,Decreasing,0
Leap,0Lh34X6GHE,Bath Makeover by Shugarman,Tier 3,Enterprise 2021,0011K00002ES26M,3028,10/30/23,8/27/21,8,not found,Contractors - Building,Construction and Renovation Services,19,125,2375,0,"$50,798 ",,San Diego,CA,Yesenia Romero,Yesenia Romero,2375,28,66500.0,10-19 employees,10-19 employees,4,3,0,19,0,2375,12/11/23,Decreasing,5147
Leap,wA1jHaT4A3,Bath Planet,Tier 3,Premium 2021,0014100000bAYEW,3613,10/22/23,9/22/22,9,not found,,Other,16,66,1056,0,"$10,226 ",99016,Spokane Valley,WA,Colton Temanson,Colton Temanson,1056,15,15840.0,10-19 employees,10-19 employees,4,10,0,16,0,1056,12/11/23,Decreasing,1097
Leap,Bjo8exrD6N,Bath Planet of Arkansas,Tier 3,Premium 2019,0011K00002AGBW4,1891,10/20/23,5/20/19,5,not found,Contractors - Building,Construction and Renovation Services,7,55,385,2000,"$18,255 ",71913,Hot Springs,AR,Sydney Stansell,Sydney Stansell,385,55,21175.0,10-19 employees,10-19 employees,4,5,0,7,0,385,12/9/23,Decreasing,1262
Leap,yNeCTh6mEA,Bathroom Buddy Remodeling,Tier 3,Premium 2020,0011K00002LSKYx,2633,10/22/23,7/22/20,7,236118,Contractors - Building,Construction and Renovation Services,16,105,1680,2500,"$43,766 ",11787,Smithtown,NY,Jordan Kahlenberg,Jordan Kahlenberg,1680,41,68880.0,10-19 employees,10-19 employees,4,5,0,16,0,1680,12/11/23,Decreasing,2075
Leap,HlmQklGOBE,Blue Diamond Roofing Inc.,Tier 2,Premium 2021,0011K00002VOPEg,5730,10/21/23,12/21/22,12,not found,Contractors - Roofing,Construction and Renovation Services,1,90,90,0,$900 ,91910,Chula Vista,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,90,12,1080.0,10-19 employees,10-19 employees,4,3,0,1,0,90,11/26/23,Decreasing,30
Leap,WXJbiHp5Xp,Borrell Construction Service LLC,Tier 3,Premium 2020,0014100001VAF2Y,2478,10/23/23,4/23/20,4,not found,Contractors - Building,Construction and Renovation Services,15,55,825,0,"$31,286 ",18508,Scranton,PA,Sydney Stansell,Sydney Stansell,825,44,36300.0,10-19 employees,10-19 employees,4,10,0,15,0,825,12/11/23,Increasing,356
Leap,P2AeYexbIq,Braymiller Builders,Tier 3,Premium 2021,0014100001aFCik,3048,10/31/23,8/31/21,8,not found,Glass Products & Services,Design and Interior Services,14,89,1246,0,"$18,158 ",14075,Hamburg,NY,Jordan Kahlenberg,Jordan Kahlenberg,1246,28,34888.0,10-19 employees,10-19 employees,4,,0,14,0,1246,12/10/23,Decreasing,2906
Leap,bjclFIirCa,Brian M. LeBlanc Roofing Inc.,Tier 1,Premium 2021,0011K00002O8zhU,3402,10/29/23,4/29/22,4,not found,Contractors - Roofing,Construction and Renovation Services,4,99,396,1500,"$9,448 ",1453,Leominster,Massachusetts,Colton Temanson,Colton Temanson,396,20,7920.0,10-19 employees,10-19 employees,4,,0,4,0,396,12/8/23,Decreasing,180
Leap,0kZjjglHJy,Brightside Home Solutions,Tier 3,Enterprise 2021,0011K00002ZNL6a,5567,10/17/23,11/17/22,11,not found,,Other,10,125,1250,0,"$13,750 ",,,OR,Colton Temanson,Colton Temanson,1250,13,16250.0,10-19 employees,10-19 employees,4,10,0,10,0,1250,7/21/23,No Change,0
Leap,xU1SkedH7s,Build Pros,Tier 2,SalesPro Team 2023,0011K00002VMn5T,6596,10/9/23,5/9/23,5,not found,Contractors - Roofing,Construction and Renovation Services,2,99,198,0,$990 ,12205,Albany,NY,Colton Temanson,Colton Temanson,198,7,1386.0,10-19 employees,10-19 employees,4,,0,2,0,198,7/13/23,No Change,0
Leap,lRTcexibPf,Burnett Windows & Siding,Tier 1,Enterprise 2021,0014100001SZum7,3494,10/11/23,7/11/22,7,238170,Glass Products & Services,Design and Interior Services,11,112.5,1237.5,0,"$18,018 ",74133,Tulsa,OK,Yesenia Romero,Yesenia Romero,1237.5,17,21037.5,10-19 employees,10-19 employees,4,5,0,11,0,1237.5,12/9/23,Increasing,1258
Leap,pdXL67zISB,Campopiano Roofing,Tier 2,Premium 2019,0011K000025mBei,1623,11/7/23,3/7/19,3,238160,Contractors - Roofing,Construction and Renovation Services,6,94.05,564.3,1500,"$32,320 ",44087-4330,Twinsburg,OH,Corey Stroup Mishenko,Corey Stroup Mishenko,564.3,57,32165.1,10-19 employees,10-19 employees,4,6,0,6,0,564.3,12/9/23,Decreasing,505
Leap,bH0CsFif4p,CareFree Home Pros LLC,Tier 2,Premium 2021,0014100001V9mR3,2990,10/30/23,6/30/21,6,not found,Construction Supplies & Services,Engineering and Technical Services,15,82,1230,0,"$23,794 ",6001,Avon,CT,Yesenia Romero,Yesenia Romero,1230,30,36900.0,10-19 employees,10-19 employees,4,,0,15,0,1230,12/10/23,Decreasing,1986
Leap,qxjWdEyA1S,Carolina Home Remodeling,Tier 2,Premium 2019,0014100000d8ejZ,1110,11/3/23,7/3/17,7,236118,Contractors - Building,Construction and Renovation Services,18,60,1080,2500,"$97,700 ",28273,Charlotte,North Carolina,Colton Temanson,Colton Temanson,1080,77,83160.0,10-19 employees,10-19 employees,4,14,0,18,0,1080,12/11/23,Decreasing,1605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,mDqQKGnRS9,"Childers Brothers, Inc.",Tier 3,Premium 2019,00141000015Z6ih,1166,11/2/23,11/2/17,11,not found,Contractors - Foundation,Construction and Renovation Services,11,70,770,2500,"$42,216 ",79119,Amarillo,TX,Sydney Stansell,Sydney Stansell,770,73,56210.0,10-19 employees,10-19 employees,4,5,0,11,0,770,12/11/23,Decreasing,1223
Leap,Hz6PoMUEl5,Choice Remodeling & Restoration,Tier 1,Enterprise 2021,0011K00002VLQCt,3355,10/24/23,3/24/22,3,236118,Contractors - Roofing,Construction and Renovation Services,7,100,700,0,"$13,300 ",19803,Wilmington,DE,Yesenia Romero,Yesenia Romero,700,21,14700.0,10-19 employees,10-19 employees,4,10,0,7,0,700,1/0/00,No Change,0
Leap,Nf4hDVxRO0,Clarkston Window and Door,Tier 1,Premium 2019,0014100001aDujS,1266,10/18/23,4/18/18,4,444110,Glass Products & Services,Design and Interior Services,5,104.5,522.5,2500,"$29,908 ",48342,Pontiac,MI,Christopher Cielo,Christopher Cielo,522.5,68,35530.0,10-19 employees,10-19 employees,4,3,0,5,0,522.5,12/9/23,Decreasing,305
Leap,An72EjRaxA,"Coastal Bay Construction, Inc",Tier 3,Enterprise 2021,0011K00002VMSdM,3486,10/30/23,6/30/22,6,not found,Contractors - Building,Construction and Renovation Services,3,112.5,337.5,1500,"$6,391 ",19940,Delmar,DE,Francesca Furnells,Francesca Furnells,337.5,18,6075.0,10-19 employees,10-19 employees,4,,0,3,0,337.5,9/12/23,No Change,0
Leap,4DSSDxpunr,Comfort Guard Fiberglass Windows,Tier 1,Premium 2019,0014100001wNY3Y,1411,10/27/23,11/27/18,11,not found,Glass Products & Services,Design and Interior Services,1,85.5,85.5,2000,"$7,045 ",48529,Burton,MI,Corey Stroup Mishenko,Corey Stroup Mishenko,85.5,61,5215.5,10-19 employees,10-19 employees,4,1,0,1,0,85.5,1/0/00,No Change,0
Leap,kCbLUNdwLu,Complete Home Solutions,Tier 3,Premium 2019,0014100001dKn1O,1288,10/14/23,5/14/18,5,not found,Contractors - Insulation,Construction and Renovation Services,6,104.5,627,2500,"$32,659 ",20711,Lothian,MD,Sydney Stansell,Sydney Stansell,627,67,42009.0,10-19 employees,10-19 employees,4,2,0,6,0,627,12/10/23,Decreasing,673
Leap,G7ASM4dK6x,Concrete Coatings of the South,Tier 3,Enterprise 2021,0011K00002LTWTr,3246,10/14/23,1/21/22,1,not found,Contractors - Concrete,Construction and Renovation Services,11,99,1089,0,"$20,904 ",30907,Martinez,GA,Sydney Stansell,Sydney Stansell,1089,23,25047.0,10-19 employees,10-19 employees,4,,0,11,0,1089,12/11/23,Decreasing,539
Leap,a9DkhMGEiq,"Delerio Construction, LLC",Tier 3,Premium 2019,0011K000029hrW7,1823,10/18/23,4/18/19,4,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,14,55,770,2000,"$42,026 ",93722,Fresno,CA,Sydney Stansell,Sydney Stansell,770,56,43120.0,10-19 employees,10-19 employees,4,5,0,14,0,770,12/11/23,No Change,1184
Leap,sVR54B5hGG,Direct Remodels,Tier 2,SalesPro Team 2023,0011K00002ePMKe,6856,10/19/23,7/19/23,7,not found,,Other,15,85,1275,0,"$2,550 ",,,FL,Yesenia Romero,Yesenia Romero,1275,5,6375.0,10-19 employees,10-19 employees,4,,0,15,0,1275,12/7/23,Increasing,22
Leap,l6mBHBWeLU,Dream Builders of Virginia,Tier 3,Premium 2021,0011K00002SgfbL,3121,10/27/23,10/27/21,10,not found,Contractors - Deck & Patio,Landscaping and Outdoor Services,3,99,297,0,"$7,128 ",23024,Bumpass,VA,Corey Stroup Mishenko,Corey Stroup Mishenko,297,26,7722.0,10-19 employees,10-19 employees,4,,0,3,0,297,11/1/23,Increasing,0
Leap,OduDwRaicD,DreamHome,Tier 2,Premium 2019,0014100000VTCx3,1106,10/22/23,6/22/17,6,not found,Contractors - Roofing,Construction and Renovation Services,6,66,396,2500,"$63,242 ",22193,Springfield,VA,Corey Stroup Mishenko,Corey Stroup Mishenko,396,78,30888.0,10-19 employees,10-19 employees,4,13,0,6,0,396,12/11/23,Increasing,203
Leap,QICXz8mCJW,Durable Roofing Company,Tier 2,Premium 2021,0011K00002O7i0h,6146,10/16/23,2/16/23,2,not found,Contractors - Roofing,Construction and Renovation Services,3,99,297,500,"$2,579 ",,,IL,Christopher Cielo,Christopher Cielo,297,10,2970.0,10-19 employees,10-19 employees,4,,0,3,0,297,1/0/00,No Change,0
Leap,D5ym8UH6fc,Elite Remodeling Group,Tier 2,Premium 2019,0014100000yv9t8,1175,10/15/23,11/15/17,11,not found,Glass Products & Services,Design and Interior Services,7,95,665,2500,"$46,793 ",60068,Rolling Meadows,IL,Jordan Kahlenberg,Jordan Kahlenberg,665,73,48545.0,10-19 employees,10-19 employees,4,6,0,7,0,665,12/9/23,Decreasing,0
Leap,6hLr7vFJcB,Empire Home Remodeling,Tier 1,Premium 2021,0011K00002CVfo0,2951,10/25/23,5/25/21,5,236118,Contractors - Building,Construction and Renovation Services,8,50,400,0,"$10,494 ",53214,West Allis,WI,Corey Stroup Mishenko,Corey Stroup Mishenko,400,31,12400.0,10-19 employees,10-19 employees,4,0,0,8,0,400,12/10/23,Decreasing,830
Leap,BPCd298U0L,Entrypoint Doors and Windows,Tier 3,Premium 2019,0014100000Jzl9I,1018,10/24/23,5/24/17,5,444110,Construction Supplies & Services,Engineering and Technical Services,17,63.25,1075.25,1250,"$58,135 ",30518,Bulford,GA,Sydney Stansell,Sydney Stansell,1075.25,79,84944.8,10-19 employees,10-19 employees,4,15,0,17,0,1075.25,12/11/23,Decreasing,1376
Leap,Euc8Ida25I,Excel windows,Tier 1,Premium 2019,0011K00002ERhdf,2077,10/17/23,9/17/19,9,236118,Glass Products & Services,Design and Interior Services,9,55,495,2000,"$20,233 ",60477,Tinley Park,IL,Francesca Furnells,Francesca Furnells,495,51,25245.0,10-19 employees,10-19 employees,4,1,0,9,0,495,12/9/23,Increasing,262
Leap,PccPPPfaxy,Exterior Source,Tier 2,Premium 2019,0014100000aaOWU,1036,10/15/23,6/15/17,6,not found,Contractors - Building,Construction and Renovation Services,14,66,924,2500,"$65,174 ",23320,Chesapeake,VA,Francesca Furnells,Francesca Furnells,924,78,72072.0,10-19 employees,10-19 employees,4,10,0,14,0,924,12/9/23,Decreasing,489
Leap,ZIGyOGbipk,EXTERIORMAX,Tier 1,Enterprise 2021,0011K00002PQ61D,2896,10/21/23,4/21/21,4,not found,Contractors - Roofing,Construction and Renovation Services,1,125,125,0,"$8,064 ",20871,Clarksburg,MD,Sydney Stansell,Sydney Stansell,125,32,4000.0,10-19 employees,10-19 employees,4,,0,1,0,125,11/21/23,Decreasing,0
Leap,KulmvKJS21,Ferris Home Improvements,Tier 2,Premium 2020,0011K00002NErB2,2749,11/1/23,12/1/20,12,not found,Contractors - Roofing,Construction and Renovation Services,13,80,1040,0,"$36,587 ",19971,Rehoboth Beach,DE,Yesenia Romero,Yesenia Romero,1040,36,37440.0,10-19 employees,10-19 employees,4,,0,13,0,1040,12/9/23,Decreasing,1156
Leap,f6Aa194VYO,Five Star Improvements,Tier 3,Enterprise 2021,0011K00002XuFND,3507,10/20/23,7/20/22,7,not found,Contractors - Building,Construction and Renovation Services,10,100,1000,1500,"$16,500 ",14610,Rochester,NY,Colton Temanson,Colton Temanson,1000,17,17000.0,10-19 employees,10-19 employees,4,,0,10,0,1000,10/9/23,No Change,0
Leap,KAF54GYCFC,Fletcher Construction,Tier 2,Enterprise 2021,0014100000XOVpe,3626,10/28/23,9/28/22,9,not found,Contractors - Roofing,Construction and Renovation Services,9,125,1125,0,"$13,853 ",22554,Stafford,VA,Jordan Kahlenberg,Jordan Kahlenberg,1125,15,16875.0,10-19 employees,10-19 employees,4,9,0,9,0,1125,12/10/23,Decreasing,2005
Leap,qlr8Xxb2q3,Focal Point Remodeling,Tier 3,Premium 2020,0011K00002POXbd,2851,10/15/23,3/15/21,3,236118,Contractors - Building,Construction and Renovation Services,16,50,800,1000,"$18,182 ",17319,Goldsboro,PA,Jordan Kahlenberg,Jordan Kahlenberg,800,33,26400.0,10-19 employees,10-19 employees,4,,0,16,0,800,12/9/23,Decreasing,2056
Leap,gszTpXlGqJ,Four Seasons Sunrooms,Tier 3,Premium 2020,0011K000027T6Hu,2810,11/1/23,2/1/21,2,not found,Contractors - Building,Construction and Renovation Services,2,99,198,1500,"$17,724 ",48103,Toronto,Ont.,Colton Temanson,Colton Temanson,198,34,6732.0,10-19 employees,10-19 employees,4,,0,2,0,198,12/8/23,Increasing,82
Leap,Tk4dfetaSH,Frey Construction,Tier 2,Premium 2019,0011K00002H5GtE,2344,10/21/23,2/21/20,2,not found,Contractors - Roofing,Construction and Renovation Services,10,94.05,940.5,1500,"$36,629 ",53578,Prairie du Sac,Wisconsin,Sydney Stansell,Sydney Stansell,940.5,46,43263.0,10-19 employees,10-19 employees,4,5,0,10,0,940.5,12/8/23,Decreasing,1961
Leap,IwTuAJMYwO,"GatorGuard, LLC",Tier 3,Premium 2019,0014100000IOLsE,1022,10/9/23,1/26/17,1,not found,Carpet & Flooring,Specialized Home Services,19,66,1254,2500,"$114,894 ",46268,Indianapolis,Indiana,Jordan Kahlenberg,Jordan Kahlenberg,1254,83,104082.0,10-19 employees,10-19 employees,4,0,0,19,0,1254,12/11/23,No Change,2052
Leap,idO7lN0ya7,GF Sprague & Company Inc.,Tier 1,Premium 2019,0014100000FNrbD,1020,11/8/23,2/21/17,2,not found,Contractors - Roofing,Construction and Renovation Services,9,104.5,940.5,2500,"$89,612 ",2494,Needham,MA,Sydney Stansell,Sydney Stansell,940.5,82,77121.0,10-19 employees,10-19 employees,4,7,0,9,0,940.5,12/10/23,Decreasing,1206
Leap,Ko8tTzAmB9,Graboyes Window and Door,Tier 2,Premium 2021,0014100000hGEQG,6470,10/11/23,4/11/23,4,444110,Glass Products & Services,Design and Interior Services,9,99,891,0,"$5,796 ",19401,Norristown,PA,Sydney Stansell,Sydney Stansell,891,8,7128.0,10-19 employees,10-19 employees,4,6,0,9,0,891,12/11/23,Decreasing,2036
Leap,n83q4pv1KP,Gragg Home Exterior,Tier 2,Premium 2021,0011K00002R3hZx,2961,11/7/23,6/7/21,6,not found,,Other,3,99,297,1000,"$9,316 ",68801,Grand Island,NE,Corey Stroup Mishenko,Corey Stroup Mishenko,297,30,8910.0,10-19 employees,10-19 employees,4,,0,3,0,297,11/17/23,Increasing,0
